O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,constituency,constituency_id,pk,District,Constituency Type,position,Gender
3,VEERAMANI.K.C.,All India Anna Dravida Munnetra Kazhagam,87365,1034,88399,45.02,Jolarpet,49,49-3,Tirupathur,General,2,M
4,KALASTHRI.S.,All India Uzhavargal Uzhaippalargal Katchi,861,9,870,0.44,Jolarpet,49,49-4,Tirupathur,General,6,M
5,SIVA.A.,Naam Tamilar Katchi,13199,129,13328,6.79,Jolarpet,49,49-5,Tirupathur,General,3,M
6,THENNARASU SAAMRAJ,Amma Makkal Munnettra Kazagam,614,5,619,0.32,Jolarpet,49,49-6,Tirupathur,General,7,M
7,KARUNANIDHI.R.,Independent,1057,10,1067,0.54,Jolarpet,49,49-7,Tirupathur,General,5,M
8,DEVARAJI.R.,Independent,101,2,103,0.05,Jolarpet,49,49-8,Tirupathur,General,13,M
9,DEVARAJ.V.K.,Independent,80,2,82,0.04,Jolarpet,49,49-9,Tirupathur,General,14,M
10,MANITHAN,Independent,140,2,142,0.07,Jolarpet,49,49-10,Tirupathur,General,12,M
11,VEERAMANI.A.,Independent,148,0,148,0.08,Jolarpet,49,49-11,Tirupathur,General,11,M
12,VEERAMANI.H.,Independent,208,1,209,0.11,Jolarpet,49,49-12,Tirupathur,General,10,M
13,VEERAMANI.S.,Independent,217,0,217,0.11,Jolarpet,49,49-13,Tirupathur,General,9,M
14,NOTA,None of the Above,1328,9,1337,0.68,Jolarpet,49,49-14,Tirupathur,General,4,Not Applicable
1,A. NALLATHAMBI,Dravida Munnetra Kazhagam,95067,1455,96522,51.91,Tirupattur,50,50-1,Tirupathur,General,1,M
2,S. KALASHTHRI,All India Uzhavargal Uzhaippalargal Katchi,713,11,724,0.39,Tirupattur,50,50-2,Tirupathur,General,7,M
3,S. SATHIYAMOORTHY,Makkal Nala Kazhagam,516,3,519,0.28,Tirupattur,50,50-3,Tirupathur,General,8,M
4,M. SUMATHI,Naam Tamilar Katchi,12016,111,12127,6.52,Tirupattur,50,50-4,Tirupathur,General,3,F
5,A. GNANASEKAR,Amma Makkal Munnettra Kazagam,2679,23,2702,1.45,Tirupattur,50,50-5,Tirupathur,General,4,M
6,T.K. RAJA,Pattali Makkal Katchi,67905,377,68282,36.72,Tirupattur,50,50-6,Tirupathur,General,2,M
7,I. ROSELIN JEEVA,Samaniya Makkal Nala Katchi,263,1,264,0.14,Tirupattur,50,50-7,Tirupathur,General,14,F
8,A. JEYAMMA,Anaithu Makkal Puratchi Katchi,127,1,128,0.07,Tirupattur,50,50-8,Tirupathur,General,16,F
9,R. AROCKIA JOE PRABU,Independent,437,1,438,0.24,Tirupattur,50,50-9,Tirupathur,General,9,M
10,I. GOVINDARAJI,Independent,296,1,297,0.16,Tirupattur,50,50-10,Tirupathur,General,13,M
11,M. NALLASIVAM,Independent,322,1,323,0.17,Tirupattur,50,50-11,Tirupathur,General,11,M
12,R. PALANI,Independent,361,1,362,0.19,Tirupattur,50,50-12,Tirupathur,General,10,M
13,MANITHAN,Independent,308,1,309,0.17,Tirupattur,50,50-13,Tirupathur,General,12,M
14,G. RAJA,Independent,204,1,205,0.11,Tirupattur,50,50-14,Tirupathur,General,15,M
15,B. VIJAYAKUMAR,Independent,1091,5,1096,0.59,Tirupattur,50,50-15,Tirupathur,General,6,M
16,NOTA,None of the Above,1625,7,1632,0.88,Tirupattur,50,50-16,Tirupathur,General,5,Not Applicable
1,S.Arumugam,Indian National Congress,70084,1204,71288,37.87,Uthangarai,51,51-1,Krishnagiri,SC,2,M
2,T.M.TAMILSELVAM,All India Anna Dravida Munnetra Kazhagam,98973,702,99675,52.96,Uthangarai,51,51-2,Krishnagiri,SC,1,M
3,NAGARAJ,Bahujan Samaj Party,718,4,722,0.38,Uthangarai,51,51-3,Krishnagiri,SC,7,M
4,R.Bakyaraj,Desiya Murpokku Dravida Kazhagam,2278,13,2291,1.22,Uthangarai,51,51-4,Krishnagiri,SC,4,M
5,Elangovan,Naam Tamilar Katchi,10352,72,10424,5.54,Uthangarai,51,51-5,Krishnagiri,SC,3,M
6,S.Perumal,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,205,1,206,0.11,Uthangarai,51,51-6,Krishnagiri,SC,10,M
7,K.Murugesan,Makkal Needhi Maiam,1239,15,1254,0.67,Uthangarai,51,51-7,Krishnagiri,SC,6,M
8,T.Tamilarasan,Independent,180,1,181,0.1,Uthangarai,51,51-8,Krishnagiri,SC,11,M
9,M.Thenmozhi,Independent,103,1,104,0.06,Uthangarai,51,51-9,Krishnagiri,SC,13,F
10,R.Manjunathan,Independent,112,2,114,0.06,Uthangarai,51,51-10,Krishnagiri,SC,12,M
11,R.Vivekanandhan,Independent,280,3,283,0.15,Uthangarai,51,51-11,Krishnagiri,SC,9,M
12,C.Jayaraman,Independent,322,0,322,0.17,Uthangarai,51,51-12,Krishnagiri,SC,8,M
13,NOTA,None of the Above,1354,5,1359,0.72,Uthangarai,51,51-13,Krishnagiri,SC,5,Not Applicable
1,KRISHNAN A,All India Anna Dravida Munnetra Kazhagam,84177,465,84642,42.8,Bargur,52,52-1,Krishnagiri,General,2,M
2,NIRMALA A,National People's Party,701,9,710,0.36,Bargur,52,52-2,Krishnagiri,General,6,F
3,MATHIAZHAGAN D,Dravida Munnetra Kazhagam,95852,1404,97256,49.17,Bargur,52,52-3,Krishnagiri,General,1,M
4,MURALI M,Bahujan Samaj Party,442,1,443,0.22,Bargur,52,52-4,Krishnagiri,General,8,M
5,ARUN GOWTHAM R,Indiya Jananayaka Katchi,337,8,345,0.17,Bargur,52,52-5,Krishnagiri,General,9,M
6,AANDI A,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,120,1,121,0.06,Bargur,52,52-6,Krishnagiri,General,13,M
7,GANESA KUMAR S,Amma Makkal Munnettra Kazagam,1058,6,1064,0.54,Bargur,52,52-7,Krishnagiri,General,5,M
8,KARUNAKARAN K,Naam Tamilar Katchi,10019,94,10113,5.11,Bargur,52,52-8,Krishnagiri,General,3,M
9,VASANTHARAJ P,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,181,3,184,0.09,Bargur,52,52-9,Krishnagiri,General,12,M
10,KALPANA D,Independent,115,4,119,0.06,Bargur,52,52-10,Krishnagiri,General,14,F
11,KRISHNAN A,Independent,106,1,107,0.05,Bargur,52,52-11,Krishnagiri,General,15,M
12,SANTHAMOORTHI K,Independent,223,0,223,0.11,Bargur,52,52-12,Krishnagiri,General,11,M
13,MANJUNATHAN M,Independent,622,1,623,0.31,Bargur,52,52-13,Krishnagiri,General,7,M
14,MANI K,Independent,327,0,327,0.17,Bargur,52,52-14,Krishnagiri,General,10,M
15,NOTA,None of the Above,1496,11,1507,0.76,Bargur,52,52-15,Krishnagiri,General,4,Not Applicable
1,Ashokkumar.K,All India Anna Dravida Munnetra Kazhagam,95300,750,96050,45.38,Krishnagiri,53,53-1,Krishnagiri,General,1,M
2,CHANDRAMOHAN.K.M,Nationalist Congress Party,1072,16,1088,0.51,Krishnagiri,53,53-2,Krishnagiri,General,6,M
3,SENGUTTUVAN.T,Dravida Munnetra Kazhagam,93507,1749,95256,45.01,Krishnagiri,53,53-3,Krishnagiri,General,2,M
4,TAMILSELVAN.S,Bahujan Samaj Party,485,3,488,0.23,Krishnagiri,53,53-4,Krishnagiri,General,8,M
5,AMEENULLA,All India Majlis-E-Ittehadul Muslimeen,851,7,858,0.41,Krishnagiri,53,53-5,Krishnagiri,General,7,M
6,SASIKUMAR.K.S,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,128,1,129,0.06,Krishnagiri,53,53-6,Krishnagiri,General,13,M
7,NIRANDARI.V,Naam Tamilar Katchi,11009,128,11137,5.26,Krishnagiri,53,53-7,Krishnagiri,General,3,F
8,RAVISHANKAR.R.K,Makkal Needhi Maiam,3423,32,3455,1.63,Krishnagiri,53,53-8,Krishnagiri,General,4,M
9,RUTHRAMANI.T,Desiya Makkal Sakthi Katchi,84,5,89,0.04,Krishnagiri,53,53-9,Krishnagiri,General,15,M
10,VIJAYAKUMAR.R,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,133,4,137,0.06,Krishnagiri,53,53-10,Krishnagiri,General,12,M
11,TVS GANDHI,Independent,97,0,97,0.05,Krishnagiri,53,53-11,Krishnagiri,General,14,M
12,KUMARESAN.M,Independent,59,0,59,0.03,Krishnagiri,53,53-12,Krishnagiri,General,16,M
13,GOPINATH.M,Independent,229,3,232,0.11,Krishnagiri,53,53-13,Krishnagiri,General,11,M
14,SAKTHI.K,Independent,417,1,418,0.2,Krishnagiri,53,53-14,Krishnagiri,General,9,M
15,SIVAN.C,Independent,314,4,318,0.15,Krishnagiri,53,53-15,Krishnagiri,General,10,M
16,NOTA,None of the Above,1827,10,1837,0.87,Krishnagiri,53,53-16,Krishnagiri,General,5,Not Applicable
1,P.Murugan,Dravida Munnetra Kazhagam,90593,457,91050,44.38,Veppanahalli,54,54-1,Krishnagiri,General,2,M
2,S.M.Murugesan,Desiya Murpokku Dravida Kazhagam,3592,9,3601,1.76,Veppanahalli,54,54-2,Krishnagiri,General,4,M
3,K.P.Munusamy,All India Anna Dravida Munnetra Kazhagam,93855,249,94104,45.87,Veppanahalli,54,54-3,Krishnagiri,General,1,M
4,M.Sakthivel,Naam Tamilar Katchi,8287,23,8310,4.05,Veppanahalli,54,54-4,Krishnagiri,General,3,M
5,S.Thangapandiyan,Tamil Nadu Ilangyar Katchi,416,3,419,0.2,Veppanahalli,54,54-5,Krishnagiri,General,9,M
6,M.Mariyappan,Puthiya Tamilagam,225,1,226,0.11,Veppanahalli,54,54-6,Krishnagiri,General,13,M
7,Valli,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,124,7,131,0.06,Veppanahalli,54,54-7,Krishnagiri,General,16,F
8,P.Jayapal,Makkal Needhi Maiam,667,5,672,0.33,Veppanahalli,54,54-8,Krishnagiri,General,7,M
9,Abdul Azeez Amanullah,Independent,3015,7,3022,1.47,Veppanahalli,54,54-9,Krishnagiri,General,5,M
10,Usha,Independent,146,8,154,0.08,Veppanahalli,54,54-10,Krishnagiri,General,15,F
11,Krishnamoorthy,Independent,154,1,155,0.08,Veppanahalli,54,54-11,Krishnagiri,General,14,M
12,C.Chakkarlappa,Independent,403,2,405,0.2,Veppanahalli,54,54-12,Krishnagiri,General,10,M
13,K.P.U.UVARAJ,Independent,285,0,285,0.14,Veppanahalli,54,54-13,Krishnagiri,General,12,M
14,Ramaswamy,Independent,565,2,567,0.28,Veppanahalli,54,54-14,Krishnagiri,General,8,M
15,Lakshmanan Shanmugam,Independent,376,2,378,0.18,Veppanahalli,54,54-15,Krishnagiri,General,11,M
16,NOTA,None of the Above,1661,1,1662,0.81,Veppanahalli,54,54-16,Krishnagiri,General,6,Not Applicable
1,PRAKAASH Y,Dravida Munnetra Kazhagam,117199,1032,118231,47.65,Hosur,55,55-1,Krishnagiri,General,1,M
2,JYOTHI S,All India Anna Dravida Munnetra Kazhagam,105475,389,105864,42.67,Hosur,55,55-2,Krishnagiri,General,2,F
3,EZHILAN S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,460,2,462,0.19,Hosur,55,55-3,Krishnagiri,General,9,M
4,GEETHA LAKSHMI S,Naam Tamilar Katchi,11391,31,11422,4.6,Hosur,55,55-4,Krishnagiri,General,3,F
5,SUNDAR L,Shiv Sena,127,0,127,0.05,Hosur,55,55-5,Krishnagiri,General,14,M
6,SELVAM G,New Generation People’s Party,145,0,145,0.06,Hosur,55,55-6,Krishnagiri,General,12,M
7,MASOOD S,Makkal Needhi Maiam,6536,27,6563,2.65,Hosur,55,55-7,Krishnagiri,General,4,M
8,MAREGOWDU M,Amma Makkal Munnettra Kazagam,806,0,806,0.32,Hosur,55,55-8,Krishnagiri,General,6,M
9,JAYASEELAN G,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,64,1,65,0.03,Hosur,55,55-9,Krishnagiri,General,18,M
10,KISHORE KUMAR R,Independent,54,0,54,0.02,Hosur,55,55-10,Krishnagiri,General,19,M
11,GEETHA V,Independent,72,1,73,0.03,Hosur,55,55-11,Krishnagiri,General,17,F
12,SHANMUGAM R,Independent,124,1,125,0.05,Hosur,55,55-12,Krishnagiri,General,15,M
13,DEVAPPA Y,Independent,80,1,81,0.03,Hosur,55,55-13,Krishnagiri,General,16,M
14,BALARAJU N,Independent,132,0,132,0.05,Hosur,55,55-14,Krishnagiri,General,13,M
15,MUTHAMIZH MUDHALVAN S,Independent,395,2,397,0.16,Hosur,55,55-15,Krishnagiri,General,10,M
16,MUTHU R K,Independent,585,0,585,0.24,Hosur,55,55-16,Krishnagiri,General,8,M
17,RAMASWAMY G C,Independent,628,1,629,0.25,Hosur,55,55-17,Krishnagiri,General,7,M
18,LOKESH V,Independent,361,0,361,0.15,Hosur,55,55-18,Krishnagiri,General,11,M
19,NOTA,None of the Above,1968,8,1976,0.8,Hosur,55,55-19,Krishnagiri,General,5,Not Applicable
1,RAMACHANDRAN.T,Communist Party of India,119621,1020,120641,62.18,Thalli,56,56-1,Krishnagiri,General,1,M
2,Dr.NAGESH KUMAR.C,Bharatiya Janata Party,64131,284,64415,33.2,Thalli,56,56-2,Krishnagiri,General,2,M
3,ASHOK KUMAR.V,Indiya Jananayaka Katchi,782,6,788,0.41,Thalli,56,56-3,Krishnagiri,General,5,M
4,USHA.M,New Generation People’s Party,208,1,209,0.11,Thalli,56,56-4,Krishnagiri,General,11,F
5,SEKAR.M.V,Amma Makkal Munnettra Kazagam,342,4,346,0.18,Thalli,56,56-5,Krishnagiri,General,9,M
6,MARY SELVARANI.R,Naam Tamilar Katchi,3760,16,3776,1.95,Thalli,56,56-6,Krishnagiri,General,3,F
7,RAVI.G,Samajwadi Party,162,0,162,0.08,Thalli,56,56-7,Krishnagiri,General,12,M
8,JANAKI.G,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,137,1,138,0.07,Thalli,56,56-8,Krishnagiri,General,13,F
9,KUMAR.M,Independent,419,3,422,0.22,Thalli,56,56-9,Krishnagiri,General,7,M
10,DEVAPPA@DEVAGOWDA.Y,Independent,219,3,222,0.11,Thalli,56,56-10,Krishnagiri,General,10,M
11,RAVI MUNISWAMY,Independent,352,1,353,0.18,Thalli,56,56-11,Krishnagiri,General,8,M
12,VASANTHAMMA.N,Independent,582,2,584,0.3,Thalli,56,56-12,Krishnagiri,General,6,F
13,NOTA,None of the Above,1963,3,1966,1.01,Thalli,56,56-13,Krishnagiri,General,4,Not Applicable
1,HARI.R.,Bahujan Samaj Party,580,5,585,0.28,Palacode,57,57-1,Dharmapuri,General,7,M
2,ANBALAGAN.K.P.,All India Anna Dravida Munnetra Kazhagam,109105,965,110070,53.28,Palacode,57,57-2,Dharmapuri,General,1,M
3,MURUGAN.P.K.,Dravida Munnetra Kazhagam,81035,935,81970,39.68,Palacode,57,57-3,Dharmapuri,General,2,M
4,VIJAYASANKAR.P.,Desiya Murpokku Dravida Kazhagam,2394,15,2409,1.17,Palacode,57,57-4,Dharmapuri,General,4,M
5,KALAISELVI.G.,Naam Tamilar Katchi,7647,57,7704,3.73,Palacode,57,57-5,Dharmapuri,General,3,F
6,RAJASEKAR.D.,Makkal Needhi Maiam,1168,8,1176,0.57,Palacode,57,57-6,Dharmapuri,General,6,M
7,ANBARASU.D.,Independent,79,1,80,0.04,Palacode,57,57-7,Dharmapuri,General,13,M
8,SHARAVANAN.M.P.,Independent,90,0,90,0.04,Palacode,57,57-8,Dharmapuri,General,12,M
9,MURUGAN.K.,Independent,115,5,120,0.06,Palacode,57,57-9,Dharmapuri,General,11,M
10,MURUGAN.K.G.,Independent,169,0,169,0.08,Palacode,57,57-10,Dharmapuri,General,10,M
11,RAJKUMAR.T.,Independent,406,0,406,0.2,Palacode,57,57-11,Dharmapuri,General,9,M
12,VADIVEL.M.,Independent,464,1,465,0.23,Palacode,57,57-12,Dharmapuri,General,8,M
13,NOTA,None of the Above,1348,3,1351,0.65,Palacode,57,57-13,Dharmapuri,General,5,Not Applicable
1,INBASEKARAN. P.N.P,Dravida Munnetra Kazhagam,83765,1172,84937,40.39,Pennagaram,58,58-1,Dharmapuri,General,2,M
2,UTHAYAKUMAR. R,Desiya Murpokku Dravida Kazhagam,2910,11,2921,1.39,Pennagaram,58,58-2,Dharmapuri,General,4,M
3,MOORTHI. S,Bahujan Samaj Party,238,7,245,0.12,Pennagaram,58,58-3,Dharmapuri,General,10,M
4,ANNADURAI. C,Desiya Makkal Sakthi Katchi,208,3,211,0.1,Pennagaram,58,58-4,Dharmapuri,General,13,M
5,TAMILAZHAGAN. R,Naam Tamilar Katchi,8890,55,8945,4.25,Pennagaram,58,58-5,Dharmapuri,General,3,M
6,MANI. G.K,Pattali Makkal Katchi,105250,873,106123,50.46,Pennagaram,58,58-6,Dharmapuri,General,1,M
7,SHAKILA. K,Makkal Needhi Maiam,1451,20,1471,0.7,Pennagaram,58,58-7,Dharmapuri,General,7,F
8,ANNADURAI. V,Independent,207,0,207,0.1,Pennagaram,58,58-8,Dharmapuri,General,14,M
9,SIVALINGAM. N,Independent,139,3,142,0.07,Pennagaram,58,58-9,Dharmapuri,General,16,M
10,DHARUMAN. K,Independent,242,1,243,0.12,Pennagaram,58,58-10,Dharmapuri,General,11,M
11,THIRUMURUGAN. P,Independent,450,1,451,0.21,Pennagaram,58,58-11,Dharmapuri,General,8,M
12,PERIYANANJAPPAN. A,Independent,1959,9,1968,0.94,Pennagaram,58,58-12,Dharmapuri,General,5,M
13,MANI. K.G.,Independent,211,1,212,0.1,Pennagaram,58,58-13,Dharmapuri,General,12,M
14,MANI. P,Independent,202,3,205,0.1,Pennagaram,58,58-14,Dharmapuri,General,15,M
15,MUNUSAMY. S,Independent,263,2,265,0.13,Pennagaram,58,58-15,Dharmapuri,General,9,M
16,NOTA,None of the Above,1754,5,1759,0.84,Pennagaram,58,58-16,Dharmapuri,General,6,Not Applicable
1,SUBRAMANI.P,Dravida Munnetra Kazhagam,76846,1924,78770,36.24,Dharmapuri,59,59-1,Dharmapuri,General,2,M
2,PERUMAL.P,Bahujan Samaj Party,462,2,464,0.21,Dharmapuri,59,59-2,Dharmapuri,General,10,M
3,SAKTHIVEL.P.,Desiya Makkal Sakthi Katchi,210,3,213,0.1,Dharmapuri,59,59-3,Dharmapuri,General,15,M
4,SENTHIL KUMAR (A) SENTHIL.A.,Naam Tamilar Katchi,8609,91,8700,4.0,Dharmapuri,59,59-4,Dharmapuri,General,4,M
5,NATARAJAN.M.,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,1890,7,1897,0.87,Dharmapuri,59,59-5,Dharmapuri,General,6,M
6,MANI.L.,Dhesiya Makkal Kazhagam,194,0,194,0.09,Dharmapuri,59,59-6,Dharmapuri,General,17,M
7,RAMASAMY.T.,My India Party,208,0,208,0.1,Dharmapuri,59,59-7,Dharmapuri,General,16,M
8,RAJENDRAN.D.K.,Amma Makkal Munnettra Kazagam,11166,60,11226,5.17,Dharmapuri,59,59-8,Dharmapuri,General,3,M
9,VENKATESHWARAN.S.P.,Pattali Makkal Katchi,104415,1215,105630,48.6,Dharmapuri,59,59-9,Dharmapuri,General,1,M
10,JAYAVENKATESAN.S.K.,Makkal Needhi Maiam,5034,49,5083,2.34,Dharmapuri,59,59-10,Dharmapuri,General,5,M
11,SHANMUGAM.P.,Independent,236,1,237,0.11,Dharmapuri,59,59-11,Dharmapuri,General,14,M
12,SUNDARAMOORTHY.M.,Independent,126,1,127,0.06,Dharmapuri,59,59-12,Dharmapuri,General,19,M
13,SUBRAMANI.P.,Independent,110,0,110,0.05,Dharmapuri,59,59-13,Dharmapuri,General,21,M
14,SUBRAMANI.K.,Independent,364,0,364,0.17,Dharmapuri,59,59-14,Dharmapuri,General,11,M
15,SUBRAMANI.T.,Independent,304,0,304,0.14,Dharmapuri,59,59-15,Dharmapuri,General,13,M
16,TAMILARASAN.S.,Independent,654,0,654,0.3,Dharmapuri,59,59-16,Dharmapuri,General,9,M
17,NATARAJAN.V.,Independent,716,2,718,0.33,Dharmapuri,59,59-17,Dharmapuri,General,8,M
18,PALANI.S.K.,Independent,160,0,160,0.07,Dharmapuri,59,59-18,Dharmapuri,General,18,M
19,MANIGANDAN.E.V.,Independent,355,2,357,0.16,Dharmapuri,59,59-19,Dharmapuri,General,12,M
20,RAJENDRAN.K.,Independent,74,0,74,0.03,Dharmapuri,59,59-20,Dharmapuri,General,22,M
21,VENKATESWARAN.B.,Independent,114,3,117,0.05,Dharmapuri,59,59-21,Dharmapuri,General,20,M
22,NOTA,None of the Above,1713,13,1726,0.79,Dharmapuri,59,59-22,Dharmapuri,General,7,Not Applicable
1,GOPI.K,Bahujan Samaj Party,623,2,625,0.28,Pappireddipatti,60,60-1,Dharmapuri,General,7,M
2,GOVINDASAMY.A,All India Anna Dravida Munnetra Kazhagam,113397,1110,114507,51.81,Pappireddipatti,60,60-2,Dharmapuri,General,1,M
3,PRABHURAJASEKAR.M,Dravida Munnetra Kazhagam,75831,1733,77564,35.1,Pappireddipatti,60,60-3,Dharmapuri,General,2,M
4,SRINIVASAN,Makkal Needhi Maiam,1720,9,1729,0.78,Pappireddipatti,60,60-4,Dharmapuri,General,5,M
5,PALANIAPPAN.P,Amma Makkal Munnettra Kazagam,15597,266,15863,7.18,Pappireddipatti,60,60-5,Dharmapuri,General,3,M
6,MURUGAN.R,Anaithu Makkal Puratchi Katchi,149,1,150,0.07,Pappireddipatti,60,60-6,Dharmapuri,General,12,M
7,RAMESH.R,Naam Tamilar Katchi,7490,83,7573,3.43,Pappireddipatti,60,60-7,Dharmapuri,General,4,M
8,ANAND KUMAR.K,Independent,186,1,187,0.08,Pappireddipatti,60,60-8,Dharmapuri,General,11,M
9,ELANGO.S,Independent,130,0,130,0.06,Pappireddipatti,60,60-9,Dharmapuri,General,13,M
10,GOVINDASAMY.R,Independent,426,6,432,0.2,Pappireddipatti,60,60-10,Dharmapuri,General,8,M
11,SELVAM.P,Independent,89,5,94,0.04,Pappireddipatti,60,60-11,Dharmapuri,General,16,M
12,PALANIYAPPAN.R,Independent,120,2,122,0.06,Pappireddipatti,60,60-12,Dharmapuri,General,15,M
13,MANIVANNAN.K,Independent,121,2,123,0.06,Pappireddipatti,60,60-13,Dharmapuri,General,14,M
14,MURUGAN.S,Independent,299,1,300,0.14,Pappireddipatti,60,60-14,Dharmapuri,General,9,M
15,VEERAMANI.T,Independent,257,0,257,0.12,Pappireddipatti,60,60-15,Dharmapuri,General,10,M
16,NOTA,None of the Above,1330,8,1338,0.61,Pappireddipatti,60,60-16,Dharmapuri,General,6,Not Applicable
1,KUMAR.A,Communist Party of India  (Marxist),67358,1341,68699,34.6,Harur,61,61-1,Dharmapuri,SC,2,M
2,SAMPATHKUMAR.V,All India Anna Dravida Munnetra Kazhagam,98130,931,99061,49.89,Harur,61,61-2,Dharmapuri,SC,1,M
3,SIVAKUMAR.A,Bahujan Samaj Party,920,0,920,0.46,Harur,61,61-3,Dharmapuri,SC,6,M
4,KARUTHOVIYAM.P,My India Party,377,5,382,0.19,Harur,61,61-4,Dharmapuri,SC,9,M
5,KEERTHANA.K,Naam Tamilar Katchi,10830,120,10950,5.51,Harur,61,61-5,Dharmapuri,SC,4,F
6,SATHISKUMAR.S,Indiya Jananayaka Katchi,275,7,282,0.14,Harur,61,61-6,Dharmapuri,SC,10,M
7,CHINNASAMY.K,Dhesiya Makkal Kazhagam,168,1,169,0.09,Harur,61,61-7,Dharmapuri,SC,13,M
8,MURUGAN.R,Amma Makkal Munnettra Kazagam,14161,166,14327,7.22,Harur,61,61-8,Dharmapuri,SC,3,M
9,KUMAR.P,Independent,263,2,265,0.13,Harur,61,61-9,Dharmapuri,SC,11,M
10,SARATHKUMAR.M,Independent,153,1,154,0.08,Harur,61,61-10,Dharmapuri,SC,14,M
11,PALANI.C,Independent,172,1,173,0.09,Harur,61,61-11,Dharmapuri,SC,12,M
12,PARTHIPAN.P,Independent,409,4,413,0.21,Harur,61,61-12,Dharmapuri,SC,8,M
13,MURUGAN.R,Independent,520,1,521,0.26,Harur,61,61-13,Dharmapuri,SC,7,M
14,NOTA,None of the Above,2232,17,2249,1.13,Harur,61,61-14,Dharmapuri,SC,5,Not Applicable
1,ANBU.S,Desiya Murpokku Dravida Kazhagam,2741,28,2769,1.24,Chengam,62,62-1,Tiruvannamalai,SC,4,M
2,GIRI.M.P,Dravida Munnetra Kazhagam,106185,1896,108081,48.26,Chengam,62,62-2,Tiruvannamalai,SC,1,M
3,SHANMUGAM.G,Bahujan Samaj Party,790,11,801,0.36,Chengam,62,62-3,Tiruvannamalai,SC,7,M
4,NAINAKANNU.M.S,All India Anna Dravida Munnetra Kazhagam,95280,1231,96511,43.09,Chengam,62,62-4,Tiruvannamalai,SC,2,M
5,SUGANRAJ.S,Indiya Jananayaka Katchi,823,5,828,0.37,Chengam,62,62-5,Tiruvannamalai,SC,6,M
6,BASKAR.S,New Generation People’s Party,171,3,174,0.08,Chengam,62,62-6,Tiruvannamalai,SC,11,M
7,VENNILA.S,Naam Tamilar Katchi,11980,100,12080,5.39,Chengam,62,62-7,Tiruvannamalai,SC,3,F
8,ARUNKUMAR.M,Independent,111,1,112,0.05,Chengam,62,62-8,Tiruvannamalai,SC,14,M
9,ANBAZHAGAN.P.G,Independent,110,2,112,0.05,Chengam,62,62-9,Tiruvannamalai,SC,15,M
10,SHARMA.S,Independent,85,42,127,0.06,Chengam,62,62-10,Tiruvannamalai,SC,13,M
11,SIVAKUMAR.J,Independent,99,0,99,0.04,Chengam,62,62-11,Tiruvannamalai,SC,16,M
12,SIVAPRAKASH.K,Independent,139,34,173,0.08,Chengam,62,62-12,Tiruvannamalai,SC,12,M
13,SELVARAJI.V,Independent,379,2,381,0.17,Chengam,62,62-13,Tiruvannamalai,SC,9,M
14,DHINAKARAN.H,Independent,200,0,200,0.09,Chengam,62,62-14,Tiruvannamalai,SC,10,M
15,VIJAYACHANDRAN.G,Independent,417,0,417,0.19,Chengam,62,62-15,Tiruvannamalai,SC,8,M
16,NOTA,None of the Above,1079,6,1085,0.48,Chengam,62,62-16,Tiruvannamalai,SC,5,Not Applicable
1,KOTHANDAPANI,Bahujan Samaj Party,460,6,466,0.22,Tiruvannamalai,63,63-1,Tiruvannamalai,General,9,M
2,S THANIGAIVEL,Bharatiya Janata Party,42836,367,43203,20.69,Tiruvannamalai,63,63-2,Tiruvannamalai,General,2,M
3,E V VELU,Dravida Munnetra Kazhagam,134987,2889,137876,66.02,Tiruvannamalai,63,63-3,Tiruvannamalai,General,1,M
4,J AGNI SELVARASU,Naadaalum Makkal Katchi,545,3,548,0.26,Tiruvannamalai,63,63-4,Tiruvannamalai,General,8,M
5,ARUL R,Makkal Needhi Maiam,6169,77,6246,2.99,Tiruvannamalai,63,63-5,Tiruvannamalai,General,4,M
6,J KAMALAKKANNAN,Naam Tamilar Katchi,13894,101,13995,6.7,Tiruvannamalai,63,63-6,Tiruvannamalai,General,3,M
7,R CHANDRAKANTH PILLAI,New Generation People’s Party,98,3,101,0.05,Tiruvannamalai,63,63-7,Tiruvannamalai,General,16,M
8,S K SELVAM,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,130,1,131,0.06,Tiruvannamalai,63,63-8,Tiruvannamalai,General,15,M
9,A G PANCHATCHARAM,Amma Makkal Munnettra Kazagam,2088,20,2108,1.01,Tiruvannamalai,63,63-9,Tiruvannamalai,General,6,M
10,A NAKKEERAN,Independent,142,4,146,0.07,Tiruvannamalai,63,63-10,Tiruvannamalai,General,14,M
11,N PALANI,Independent,145,19,164,0.08,Tiruvannamalai,63,63-11,Tiruvannamalai,General,12,M
